id,user,uid,version,changeset,timestamp
4490031,Peter Dobratz,81676,41,60719707,2018-07-14T20:18:12Z
4493256,Brett_Ham,3735764,35,57252080,2018-03-16T20:15:02Z
4634201,Brett_Ham,3735764,8,40006002,2016-06-14T00:28:49Z
4634203,Peter Dobratz,81676,13,40130018,2016-06-19T08:03:12Z
4634206,Brett_Ham,3735764,4,40006002,2016-06-14T00:28:50Z
4684605,Ryan_Peterson,1399823,22,30689072,2015-05-01T11:47:29Z
5385950,Peter Dobratz,81676,8,40126531,2016-06-19T02:29:47Z
5385976,Peter Dobratz,81676,5,33256808,2015-08-11T02:27:39Z
5386168,Brett_Ham,3735764,6,40546758,2016-07-07T16:40:50Z
5386173,Peter Dobratz,81676,7,53193569,2017-10-23T23:17:36Z
5386184,baradam,331031,8,35165644,2015-11-08T09:53:16Z
5386185,Peter Dobratz_pdxbuildings,2573347,5,28743225,2015-02-10T05:00:59Z
5386214,Brett_Ham,3735764,8,48169827,2017-04-26T17:34:20Z
5386280,Brett_Ham,3735764,8,40291803,2016-06-26T00:03:44Z
5386282,roadgeek99,1442206,11,44362838,2016-12-13T04:03:53Z
5386342,Brett_Ham,3735764,8,39872380,2016-06-07T21:41:17Z
5386349,Brett_Ham,3735764,9,39873255,2016-06-07T22:45:59Z
5386359,Brett_Ham,3735764,10,40291803,2016-06-26T00:03:44Z
5386361,Brett_Ham,3735764,7,45695037,2017-01-31T19:23:48Z
5386376,Peter Dobratz,81676,20,40126531,2016-06-19T02:29:22Z
5386424,bhavana naga,5677293,7,59635443,2018-06-07T12:07:44Z
5386483,Brett_Ham,3735764,8,48169280,2017-04-26T17:11:28Z
5386522,Brett_Ham,3735764,10,48201106,2017-04-27T16:59:39Z
5386555,Brett_Ham,3735764,7,48170610,2017-04-26T18:04:49Z
5386557,Brett_Ham,3735764,8,48170610,2017-04-26T18:04:50Z
5386584,Peter Dobratz,81676,4,40172507,2016-06-21T06:01:46Z
5386628,Stephen214,4018842,13,56335246,2018-02-13T21:35:36Z
5386695,RossPDX,5648922,22,66609552,2019-01-24T17:48:20Z
5386696,Brett_Ham,3735764,8,39873545,2016-06-07T23:10:34Z
5386821,Brett_Ham,3735764,4,39873545,2016-06-07T23:10:38Z
5386827,Mele Sax-Barnett,362111,7,11110754,2012-03-26T21:05:21Z
5386832,danuta_telenav,8412798,18,61458746,2018-08-08T08:15:11Z
5386858,Brett_Ham,3735764,5,48169827,2017-04-26T17:34:20Z
5386962,baradam,331031,6,33701153,2015-08-31T11:28:45Z
5386963,Peter Dobratz,81676,8,40189544,2016-06-21T20:07:01Z
5387043,b-jazz,5800005,13,63592381,2018-10-16T22:00:34Z
5387046,b-jazz,5800005,14,63592381,2018-10-16T22:00:34Z
5387049,Peter Dobratz,81676,6,40142300,2016-06-19T19:12:59Z
5387072,emem,399776,5,48628847,2017-05-12T16:33:57Z
5387076,Brett_Ham,3735764,11,40291819,2016-06-26T00:05:21Z
5387079,Brett_Ham,3735764,11,40291819,2016-06-26T00:05:21Z
5387080,Brett_Ham,3735764,11,41250233,2016-08-05T01:00:13Z
5387084,Brett_Ham,3735764,11,41204962,2016-08-03T00:31:20Z
5387091,Timothy Smith,115918,19,71772751,2019-07-01T06:27:35Z
5387111,Stephen214,4018842,16,56334319,2018-02-13T20:56:53Z
5387166,Brett_Ham,3735764,10,39873255,2016-06-07T22:45:59Z
5387218,TheDutchMan13,1330847,13,49235972,2017-06-04T08:16:36Z
5387222,Mele Sax-Barnett,362111,4,9742167,2011-11-04T21:19:02Z
5387232,Peter Dobratz,81676,15,59855099,2018-06-14T18:30:39Z
5387285,cowdog,3125856,19,52915220,2017-10-14T03:34:18Z
5387305,Brett_Ham,3735764,8,48201106,2017-04-27T16:59:39Z
5387328,Peter Dobratz,81676,9,40172079,2016-06-21T05:24:11Z
5387333,Ryan_Peterson,1399823,21,33598377,2015-08-26T14:52:44Z
5387406,Peter Dobratz,81676,5,40172079,2016-06-21T05:24:12Z
5387459,Brett_Ham,3735764,13,40327127,2016-06-27T18:15:00Z
5387583,baradam,331031,4,33589359,2015-08-26T07:48:47Z
5387596,roadgeek99,1442206,26,71159460,2019-06-11T22:35:42Z
5387637,baradam,331031,12,33741661,2015-09-02T01:23:51Z
5387638,baradam,331031,5,33740855,2015-09-01T23:14:24Z
5387681,Brett_Ham,3735764,10,40327258,2016-06-27T18:21:47Z
5387737,Peter Dobratz,81676,11,40172507,2016-06-21T06:01:45Z
5387772,Stephen214,4018842,22,56334319,2018-02-13T20:56:54Z
5387812,cowdog,3125856,8,58866784,2018-05-11T04:15:10Z
5387814,Mele Sax-Barnett,362111,4,11122136,2012-03-27T23:50:23Z
5387871,Mele Sax-Barnett,362111,7,9742844,2011-11-04T22:53:51Z
5387942,Grant Humphries,393906,15,29884502,2015-03-31T18:13:34Z
5387956,Brett_Ham,3735764,8,40002368,2016-06-13T20:49:50Z
5387975,baradam,331031,12,42484660,2016-09-28T04:03:58Z
5388017,Peter Dobratz,81676,10,40452722,2016-07-03T07:17:58Z
5388102,baradam,331031,18,33741661,2015-09-02T01:23:51Z
5388121,Peter Dobratz_pdxbuildings,2573347,3,28695818,2015-02-08T05:28:33Z
5388156,Brett_Ham,3735764,10,39873255,2016-06-07T22:45:59Z
5388158,Peter Dobratz_pdxbuildings,2573347,4,33611550,2015-08-27T04:45:20Z
5388161,Brett_Ham,3735764,10,39873255,2016-06-07T22:45:59Z
5388176,emem,399776,5,48630854,2017-05-12T18:05:06Z
5388184,Peter Dobratz,81676,14,60022720,2018-06-20T20:54:05Z
5388185,amillar,28145,2,5126432,2010-07-03T17:32:14Z
5388201,Peter Dobratz,81676,5,37774095,2016-03-11T22:23:57Z
5388243,Brett_Ham,3735764,7,48170610,2017-04-26T18:04:50Z
5388263,Brett_Ham,3735764,6,48172361,2017-04-26T19:07:50Z
5388534,baradam,331031,11,33701153,2015-08-31T11:28:45Z
5388564,baradam,331031,6,33697589,2015-08-31T08:15:45Z
5388602,cowdog,3125856,6,49049119,2017-05-28T16:16:27Z
5388635,baradam,331031,5,33697589,2015-08-31T08:15:43Z
5388719,Brett_Ham,3735764,6,40002368,2016-06-13T20:49:56Z
5388737,Peter Dobratz,81676,13,40172079,2016-06-21T05:25:32Z
5388745,Peter Dobratz_pdxbuildings,2573347,3,31859371,2015-06-10T01:48:29Z
5388760,baradam,331031,7,34361569,2015-10-01T07:21:23Z
5388774,cowdog,3125856,17,52915220,2017-10-14T03:34:18Z
5388782,Meredith Rider,4048171,11,41416908,2016-08-12T19:25:59Z
5388784,Brett_Ham,3735764,13,41474262,2016-08-15T19:06:44Z
5388788,Brett_Ham,3735764,11,41223221,2016-08-03T20:02:24Z
5388791,cwilley106,4048366,11,41273033,2016-08-05T20:34:15Z
5388792,Brett_Ham,3735764,5,48201106,2017-04-27T16:59:39Z
5388810,baradam,331031,8,35275502,2015-11-13T02:21:11Z
5388831,baradam,331031,5,33741661,2015-09-02T01:23:55Z
5388859,Grant Humphries,393906,10,29884502,2015-03-31T18:14:41Z
5388864,cowdog,3125856,7,54801567,2017-12-21T01:09:29Z
5388964,baradam,331031,6,33762528,2015-09-02T22:51:27Z
5389008,Brett_Ham,3735764,8,40331393,2016-06-27T21:34:47Z
5389014,TheDutchMan13,1330847,16,49235972,2017-06-04T08:16:38Z
5389017,Brett_Ham,3735764,9,40326449,2016-06-27T17:36:17Z
5389023,Brett_Ham,3735764,16,40286219,2016-06-25T17:59:45Z
5389027,Oregon On Demand,5168497,13,51869202,2017-09-09T04:38:10Z
5389049,Peter Dobratz,81676,11,40172079,2016-06-21T05:24:33Z
5389080,TheDutchMan13,1330847,10,49235972,2017-06-04T08:16:41Z
5389084,TheDutchMan13,1330847,11,49235972,2017-06-04T08:16:42Z
5389087,TheDutchMan13,1330847,18,49235972,2017-06-04T08:16:42Z
5389089,Peter Dobratz,81676,7,40172079,2016-06-21T05:24:33Z
5389194,thetornado76,1624486,12,71663177,2019-06-27T08:17:09Z
5389201,Peter Dobratz,81676,10,40130018,2016-06-19T08:04:34Z
5389217,TheDutchMan13,1330847,8,49235972,2017-06-04T08:16:49Z
5389238,TheDutchMan13,1330847,8,49235972,2017-06-04T08:16:50Z
5389239,TheDutchMan13,1330847,7,49235972,2017-06-04T08:16:50Z
5389252,TheDutchMan13,1330847,8,49235972,2017-06-04T08:16:51Z
5389253,TheDutchMan13,1330847,10,49235972,2017-06-04T08:16:51Z
5389254,Peter Dobratz,81676,14,40122225,2016-06-18T19:30:22Z
5389255,Grant Humphries,393906,10,14148212,2012-12-04T05:11:41Z
5389260,Peter Dobratz,81676,10,40172079,2016-06-21T05:25:06Z
5389280,Brett_Ham,3735764,9,40327493,2016-06-27T18:30:43Z
5389326,Peter Dobratz,81676,9,40130018,2016-06-19T08:04:00Z
5389328,Peter Dobratz,81676,9,53680670,2017-11-11T00:06:30Z
5389329,Peter Dobratz,81676,11,53680670,2017-11-11T00:06:30Z
5389331,TheDutchMan13,1330847,9,49235972,2017-06-04T08:16:56Z
5389341,Oregon On Demand,5168497,14,51392379,2017-08-24T01:19:19Z
5389359,Oregonian3,10133700,22,72033773,2019-07-09T01:25:39Z
5389369,TheDutchMan13,1330847,9,49235972,2017-06-04T08:16:58Z
5389404,cwilley106,4048366,16,44628843,2016-12-23T17:52:10Z
5389410,Peter Dobratz,81676,9,40172079,2016-06-21T05:24:23Z
5389411,Brett_Ham,3735764,9,40272198,2016-06-24T21:34:15Z
5389435,Brett_Ham,3735764,8,40329727,2016-06-27T20:11:19Z
5389455,cwilley106,4048366,10,41330797,2016-08-08T19:07:47Z
5389466,Peter Dobratz,81676,48,43552812,2016-11-11T07:49:53Z
5389469,Brett_Ham,3735764,13,39616141,2016-05-28T00:07:12Z
5389475,Brett_Ham,3735764,9,40551146,2016-07-07T18:38:17Z
5389496,Brett_Ham,3735764,11,40286120,2016-06-25T17:54:39Z
5389497,Peter Dobratz,81676,20,40130018,2016-06-19T08:03:04Z
5389500,emem,399776,16,48628847,2017-05-12T16:33:43Z
5389508,TheDutchMan13,1330847,7,49235972,2017-06-04T08:17:03Z
5389509,Peter Dobratz,81676,9,43663943,2016-11-15T08:27:06Z
5389518,TheDutchMan13,1330847,9,49235972,2017-06-04T08:17:03Z
5389519,Peter Dobratz,81676,8,40172079,2016-06-21T05:24:45Z
5389523,TheDutchMan13,1330847,17,49235972,2017-06-04T08:17:03Z
5389528,baradam,331031,11,20305733,2014-01-31T19:34:15Z
5389530,Oregon On Demand,5168497,25,51655975,2017-09-01T20:54:59Z
5389533,TheDutchMan13,1330847,20,49235972,2017-06-04T08:17:04Z
5389541,Peter Dobratz,81676,12,40126531,2016-06-19T02:29:34Z
5389543,Peter Dobratz,81676,9,40172079,2016-06-21T05:24:49Z
5389544,TheDutchMan13,1330847,15,49235972,2017-06-04T08:17:05Z
5389545,Brett_Ham,3735764,12,40329986,2016-06-27T20:24:37Z
5389573,roadgeek99,1442206,46,44859759,2017-01-03T01:06:59Z
5389587,TheDutchMan13,1330847,12,49235972,2017-06-04T08:17:07Z
5389590,Brett_Ham,3735764,17,39614787,2016-05-27T22:07:18Z
5389601,Brett_Ham,3735764,11,40286283,2016-06-25T18:03:07Z
5389602,Brett_Ham,3735764,8,40286257,2016-06-25T18:01:41Z
5389616,snopas24,5511090,10,54312476,2017-12-03T22:58:02Z
5389618,baradam,331031,11,34358921,2015-10-01T01:30:51Z
5389619,snopas24,5511090,11,54312476,2017-12-03T22:58:01Z
5389634,Brett_Ham,3735764,11,39616141,2016-05-28T00:07:14Z
5389646,Tom_Holland,574654,45,56045304,2018-02-04T04:53:28Z
5389678,Peter Dobratz,81676,15,40162941,2016-06-20T17:49:55Z
5389679,Brett_Ham,3735764,11,40330712,2016-06-27T21:00:10Z
5389680,Brett_Ham,3735764,12,40330368,2016-06-27T20:43:58Z
5389684,Brett_Ham,3735764,10,40327914,2016-06-27T18:46:52Z
5389686,thetornado76,1624486,12,71663177,2019-06-27T08:17:09Z
5389696,TheDutchMan13,1330847,8,49235972,2017-06-04T08:17:12Z
5389701,Brett_Ham,3735764,11,40330040,2016-06-27T20:27:30Z
5389702,Brett_Ham,3735764,11,49290573,2017-06-05T23:38:28Z
5389704,Brett_Ham,3735764,8,40331738,2016-06-27T21:51:30Z
5389734,Peter Dobratz,81676,8,40130018,2016-06-19T08:04:40Z
5389741,Brett_Ham,3735764,10,39615976,2016-05-27T23:46:07Z
5389743,TheDutchMan13,1330847,8,49235972,2017-06-04T08:17:15Z
5389751,Brett_Ham,3735764,9,39616141,2016-05-28T00:07:09Z
5389757,TheDutchMan13,1330847,11,49235972,2017-06-04T08:17:16Z
5389761,TheDutchMan13,1330847,9,49235972,2017-06-04T08:17:16Z
5389762,TheDutchMan13,1330847,8,49235972,2017-06-04T08:17:16Z
5389766,TheDutchMan13,1330847,17,49235972,2017-06-04T08:17:16Z
5389781,baradam,331031,10,42484660,2016-09-28T04:03:57Z
5389785,TheDutchMan13,1330847,8,49235972,2017-06-04T08:17:17Z
5389786,Brett_Ham,3735764,11,39789326,2016-06-03T23:01:40Z
5389787,TheDutchMan13,1330847,7,49235972,2017-06-04T08:17:17Z
5389809,Brett_Ham,3735764,15,39614916,2016-05-27T22:16:33Z
5389829,cwilley106,4048366,15,57550126,2018-03-26T22:06:32Z
5389831,Brett_Ham,3735764,11,40286120,2016-06-25T17:54:39Z
5389850,clay_c,119881,17,64876548,2018-11-25T20:35:28Z
5389879,clay_c,119881,35,64876548,2018-11-25T20:35:28Z
5389890,clay_c,119881,20,64876548,2018-11-25T20:35:29Z
5389891,clay_c,119881,11,64876548,2018-11-25T20:35:29Z
5389904,TheDutchMan13,1330847,7,49235972,2017-06-04T08:17:20Z
5389922,Peter Dobratz,81676,15,40126531,2016-06-19T02:29:42Z
5389931,Brett_Ham,3735764,11,49409871,2017-06-09T23:10:59Z
5389932,Brett_Ham,3735764,15,49409507,2017-06-09T22:44:30Z
5389939,cowdog,3125856,12,50683035,2017-07-30T01:21:54Z
5389940,cowdog,3125856,14,50683035,2017-07-30T01:21:55Z
5389945,TheDutchMan13,1330847,14,49235972,2017-06-04T08:17:22Z
5389953,Peter Dobratz,81676,16,40162941,2016-06-20T17:49:43Z
5389963,roadgeek99,1442206,19,44721507,2016-12-28T04:30:56Z
5389970,Oregon On Demand,5168497,61,51693848,2017-09-03T14:22:00Z
5389972,Brett_Ham,3735764,8,40326396,2016-06-27T17:33:17Z
5390004,Brett_Ham,3735764,10,40551146,2016-07-07T18:38:17Z
5390011,Brett_Ham,3735764,13,40327315,2016-06-27T18:24:22Z
5390048,Brett_Ham,3735764,9,40329986,2016-06-27T20:24:36Z
5390057,Brett_Ham,3735764,11,40327730,2016-06-27T18:40:25Z
5390059,roadgeek99,1442206,22,71464297,2019-06-21T00:35:03Z
5390061,Brett_Ham,3735764,9,40326473,2016-06-27T17:37:43Z
5390063,Peter Dobratz,81676,15,40122225,2016-06-18T19:30:10Z
5390069,TheDutchMan13,1330847,10,49235972,2017-06-04T08:17:28Z
5390070,Brett_Ham,3735764,10,39613450,2016-05-27T20:46:35Z
5390082,TheDutchMan13,1330847,10,49235972,2017-06-04T08:17:28Z
5390086,TheDutchMan13,1330847,7,49235972,2017-06-04T08:17:29Z
5390096,TheDutchMan13,1330847,8,49235972,2017-06-04T08:17:29Z
5390108,Oregon On Demand,5168497,15,51655975,2017-09-01T20:54:59Z
5390130,Brett_Ham,3735764,19,56134526,2018-02-07T01:47:25Z
5390133,Brett_Ham,3735764,9,40272656,2016-06-24T22:04:19Z
5390134,Brett_Ham,3735764,9,40327258,2016-06-27T18:21:44Z
5390137,Brett_Ham,3735764,10,40240099,2016-06-23T17:34:37Z
5390138,Brett_Ham,3735764,9,40240099,2016-06-23T17:34:36Z
5390167,roadgeek99,1442206,29,71425810,2019-06-20T05:05:35Z
5390180,Brett_Ham,3735764,17,39613450,2016-05-27T20:46:37Z
5390187,TheDutchMan13,1330847,11,49235972,2017-06-04T08:17:33Z
5390195,Peter Dobratz,81676,19,40122225,2016-06-18T19:30:23Z
5390196,Brett_Ham,3735764,9,40002425,2016-06-13T20:52:43Z
5390197,TheDutchMan13,1330847,11,49235972,2017-06-04T08:17:34Z
5390206,Peter Dobratz,81676,10,40142300,2016-06-19T19:13:31Z
5390210,Brett_Ham,3735764,10,40240207,2016-06-23T17:38:46Z
5390223,TheDutchMan13,1330847,6,49235972,2017-06-04T08:17:35Z
5390226,TheDutchMan13,1330847,15,49235972,2017-06-04T08:17:35Z
5390237,TheDutchMan13,1330847,8,49235972,2017-06-04T08:17:36Z
5390240,TheDutchMan13,1330847,10,49235972,2017-06-04T08:17:36Z
5390270,Peter Dobratz,81676,9,40122225,2016-06-18T19:29:37Z
5390271,TheDutchMan13,1330847,11,49235972,2017-06-04T08:17:38Z
5390272,TheDutchMan13,1330847,6,49235972,2017-06-04T08:17:38Z
5390288,Brett_Ham,3735764,9,40240207,2016-06-23T17:38:46Z
5390289,Brett_Ham,3735764,8,40240207,2016-06-23T17:38:46Z
5390304,TheDutchMan13,1330847,15,49235972,2017-06-04T08:17:40Z
5390306,Peter Dobratz,81676,11,40172079,2016-06-21T05:24:59Z
5390311,Brett_Ham,3735764,9,40240207,2016-06-23T17:38:46Z
5390312,roadgeek99,1442206,27,44838305,2017-01-02T07:12:37Z
5390351,thetornado76,1624486,12,71663177,2019-06-27T08:17:09Z
5390356,Peter Dobratz,81676,7,40130018,2016-06-19T08:04:28Z
5390392,Peter Dobratz,81676,6,40126531,2016-06-19T02:29:05Z
5390394,Grant Humphries,393906,27,22074890,2014-05-01T23:31:36Z
5390395,Brett_Ham,3735764,9,39700000,2016-05-31T23:33:03Z
5390411,TheDutchMan13,1330847,12,49235972,2017-06-04T08:17:45Z
5390413,TheDutchMan13,1330847,12,49235972,2017-06-04T08:17:46Z
5390443,TheDutchMan13,1330847,10,49235972,2017-06-04T08:17:47Z
5390470,Brett_Ham,3735764,14,40286354,2016-06-25T18:06:31Z
5390474,roadgeek99,1442206,28,44640800,2016-12-24T08:56:30Z
5390519,Brett_Ham,3735764,12,39615976,2016-05-27T23:46:07Z
5390541,Brett_Ham,3735764,11,41222879,2016-08-03T19:47:18Z
5390545,Peter Dobratz,81676,7,40172079,2016-06-21T05:24:42Z
5390551,TheDutchMan13,1330847,23,49235972,2017-06-04T08:17:51Z
5390568,Peter Dobratz,81676,8,40130018,2016-06-19T08:03:07Z
5390572,Peter Dobratz,81676,7,40126531,2016-06-19T02:29:04Z
5390593,cowdog,3125856,12,50683035,2017-07-30T01:21:55Z
5390594,Peter Dobratz,81676,11,40172079,2016-06-21T05:24:57Z
5390600,Brett_Ham,3735764,8,40327493,2016-06-27T18:30:42Z
5390601,Brett_Ham,3735764,16,40286475,2016-06-25T18:13:29Z
5390602,Brett_Ham,3735764,11,40286475,2016-06-25T18:13:30Z
5390603,Brett_Ham,3735764,13,40286198,2016-06-25T17:58:20Z
5390614,TheDutchMan13,1330847,9,49235972,2017-06-04T08:17:54Z
5390618,Brett_Ham,3735764,9,40240099,2016-06-23T17:34:36Z
5390620,Brett_Ham,3735764,11,40242554,2016-06-23T19:06:30Z
5390656,TheDutchMan13,1330847,10,49235972,2017-06-04T08:17:55Z
5390659,Brett_Ham,3735764,22,40000190,2016-06-13T19:19:02Z
5390678,Brett_Ham,3735764,15,40329727,2016-06-27T20:11:19Z
5390690,Werewombat,1213011,16,54501653,2017-12-10T04:15:04Z
5390757,Brett_Ham,3735764,10,40329727,2016-06-27T20:11:18Z
5390759,Brett_Ham,3735764,15,40286198,2016-06-25T17:58:20Z
5390760,Brett_Ham,3735764,10,40242317,2016-06-23T18:58:19Z
5390761,Brett_Ham,3735764,9,40330368,2016-06-27T20:43:57Z
5390764,Brett_Ham,3735764,9,40239895,2016-06-23T17:25:28Z
5390765,Brett_Ham,3735764,8,40240099,2016-06-23T17:34:37Z
5390785,TheDutchMan13,1330847,20,49235972,2017-06-04T08:18:02Z
5390810,Brett_Ham,3735764,15,40327127,2016-06-27T18:15:03Z
5390821,Oregon On Demand,5168497,29,51653515,2017-09-01T19:17:48Z
5390831,Brett_Ham,3735764,9,40244782,2016-06-23T20:38:11Z
5390837,Peter Dobratz,81676,8,40126531,2016-06-19T02:29:43Z
5390852,Peter Dobratz,81676,16,40172079,2016-06-21T05:25:07Z
5390865,baradam,331031,17,42484660,2016-09-28T04:03:55Z
5390908,Brett_Ham,3735764,5,39615709,2016-05-27T23:23:42Z
5390909,TheDutchMan13,1330847,7,49235972,2017-06-04T08:18:08Z
5390916,TheDutchMan13,1330847,10,49235972,2017-06-04T08:18:08Z
5390920,TheDutchMan13,1330847,11,49235972,2017-06-04T08:18:09Z
5390922,Brett_Ham,3735764,9,40331393,2016-06-27T21:34:48Z
5390931,Brett_Ham,3735764,13,41267037,2016-08-05T19:03:18Z
5390972,TheDutchMan13,1330847,8,49235972,2017-06-04T08:18:11Z
5390973,TheDutchMan13,1330847,11,49235972,2017-06-04T08:18:11Z
5390974,TheDutchMan13,1330847,8,49235972,2017-06-04T08:18:11Z
5390976,TheDutchMan13,1330847,9,49235972,2017-06-04T08:18:11Z
5391006,Brett_Ham,3735764,13,41247214,2016-08-04T20:52:18Z
5391014,Peter Dobratz,81676,9,40122225,2016-06-18T19:30:23Z
5391064,Peter Dobratz,81676,9,40172507,2016-06-21T06:01:44Z
5391069,Oregon On Demand,5168497,31,51869119,2017-09-09T04:26:58Z
5391082,MapperMudkip,8420564,18,65895868,2018-12-30T20:07:27Z
5391083,Brett_Ham,3735764,16,39699773,2016-05-31T23:04:36Z
5391097,Brett_Ham,3735764,9,40272198,2016-06-24T21:34:15Z
5391099,TheDutchMan13,1330847,14,49235972,2017-06-04T08:18:17Z
5391101,Peter Dobratz,81676,8,40130018,2016-06-19T08:04:30Z
5391110,TheDutchMan13,1330847,14,49235972,2017-06-04T08:18:17Z
5391114,Brett_Ham,3735764,9,40329727,2016-06-27T20:11:19Z
5391127,TheDutchMan13,1330847,12,49235972,2017-06-04T08:18:18Z
5391140,Peter Dobratz,81676,11,40162941,2016-06-20T17:49:55Z
5391148,TheDutchMan13,1330847,8,49235972,2017-06-04T08:18:19Z
5391149,TheDutchMan13,1330847,16,49235972,2017-06-04T08:18:20Z
5391168,TheDutchMan13,1330847,6,49235972,2017-06-04T08:18:21Z
5391170,TheDutchMan13,1330847,14,49235972,2017-06-04T08:18:21Z
5391181,Brett_Ham,3735764,7,40006315,2016-06-14T01:00:12Z
5391189,gauraan,10127752,11,72136669,2019-07-11T13:41:32Z
5391207,Tom_Holland,574654,18,56045304,2018-02-04T04:53:28Z
5391211,cowdog,3125856,11,50683035,2017-07-30T01:21:55Z
5391212,cowdog,3125856,16,67967082,2019-03-09T17:56:00Z
5391228,Peter Dobratz,81676,26,43552812,2016-11-11T07:49:53Z
5391238,Peter Dobratz,81676,6,40126531,2016-06-19T02:29:33Z
5391281,Brett_Ham,3735764,12,40240099,2016-06-23T17:34:37Z
5391290,TheDutchMan13,1330847,8,49235972,2017-06-04T08:18:29Z
5391303,Peter Dobratz,81676,16,40172079,2016-06-21T05:24:58Z
5391306,Brett_Ham,3735764,15,40327127,2016-06-27T18:15:01Z
5391315,TheDutchMan13,1330847,10,49235972,2017-06-04T08:18:30Z
5391368,Brett_Ham,3735764,11,40003353,2016-06-13T21:31:36Z
5391370,Brett_Ham,3735764,8,40327493,2016-06-27T18:30:43Z
5391393,Oregonian3,10133700,19,72825151,2019-07-30T18:22:40Z
5391399,teodorab_telenav,6294893,13,60037274,2018-06-21T09:34:45Z
5391414,TheDutchMan13,1330847,11,49235972,2017-06-04T08:18:34Z
5391417,TheDutchMan13,1330847,7,49235972,2017-06-04T08:18:34Z
5391418,Brett_Ham,3735764,8,40329727,2016-06-27T20:11:19Z
5391428,roadgeek99,1442206,42,44364693,2016-12-13T07:19:16Z
5391447,Peter Dobratz,81676,6,40130018,2016-06-19T08:03:03Z
5391452,Peter Dobratz,81676,14,40162941,2016-06-20T17:49:48Z
5391458,Peter Dobratz,81676,8,40162941,2016-06-20T17:49:47Z
5391490,TheDutchMan13,1330847,6,49235972,2017-06-04T08:18:39Z
5391501,Peter Dobratz,81676,8,40130018,2016-06-19T08:03:07Z
5391505,Brett_Ham,3735764,9,40240016,2016-06-23T17:30:38Z
5391543,TheDutchMan13,1330847,8,49235972,2017-06-04T08:18:42Z
5391546,Peter Dobratz,81676,15,40162941,2016-06-20T17:49:50Z
5391548,TheDutchMan13,1330847,8,49235972,2017-06-04T08:18:42Z
5391550,Peter Dobratz,81676,9,40172079,2016-06-21T05:25:10Z
5391553,TheDutchMan13,1330847,10,49235972,2017-06-04T08:18:43Z
5391566,Peter Dobratz,81676,16,40130018,2016-06-19T08:03:23Z
5391568,Brett_Ham,3735764,9,40272198,2016-06-24T21:34:14Z
5391569,Peter Dobratz,81676,10,40126531,2016-06-19T02:29:10Z
5391575,Brett_Ham,3735764,9,40331738,2016-06-27T21:51:30Z
5391577,Peter Dobratz,81676,9,40172079,2016-06-21T05:24:42Z
5391598,Peter Dobratz,81676,12,40172079,2016-06-21T05:24:32Z
5391600,Peter Dobratz,81676,9,40126531,2016-06-19T02:29:31Z
5391606,Brett_Ham,3735764,12,39615976,2016-05-27T23:46:09Z
5391613,TheDutchMan13,1330847,10,49235972,2017-06-04T08:18:47Z
5391615,TheDutchMan13,1330847,11,49235972,2017-06-04T08:18:47Z
5391623,Brett_Ham,3735764,9,40331738,2016-06-27T21:51:29Z
5391640,Brett_Ham,3735764,8,40328258,2016-06-27T19:01:48Z
5391664,Brett_Ham,3735764,14,40511053,2016-07-05T22:22:37Z
5391680,TheDutchMan13,1330847,10,49235972,2017-06-04T08:18:51Z
5391683,Oregon On Demand,5168497,15,51869202,2017-09-09T04:38:10Z
5391686,Oregonian3,10133700,41,72033773,2019-07-09T01:25:39Z
5391719,TheDutchMan13,1330847,9,49235972,2017-06-04T08:18:53Z
5391720,TheDutchMan13,1330847,12,49235972,2017-06-04T08:18:53Z
5391731,TheDutchMan13,1330847,9,49235972,2017-06-04T08:18:54Z
5391737,Oregonian3,10133700,26,72033773,2019-07-09T01:25:39Z
5391743,thetornado76,1624486,11,71663177,2019-06-27T08:17:09Z
5391758,Brett_Ham,3735764,9,40330712,2016-06-27T21:00:09Z
5391763,TheDutchMan13,1330847,8,49235972,2017-06-04T08:18:57Z
5391767,roadgeek99,1442206,29,44656369,2016-12-25T06:16:58Z
5391768,TheDutchMan13,1330847,9,49235972,2017-06-04T08:18:58Z
5391769,TheDutchMan13,1330847,12,49235972,2017-06-04T08:18:58Z
5391782,Brett_Ham,3735764,10,40239895,2016-06-23T17:25:29Z
5391785,TheDutchMan13,1330847,9,49235972,2017-06-04T08:18:59Z
5391802,Brett_Ham,3735764,8,40327127,2016-06-27T18:15:01Z
5391803,Peter Dobratz,81676,15,40172079,2016-06-21T05:24:58Z
5391804,bhavana naga,5677293,11,59635148,2018-06-07T11:59:22Z
5391810,Peter Dobratz,81676,8,40130018,2016-06-19T08:04:00Z
5391812,Brett_Ham,3735764,10,40286120,2016-06-25T17:54:40Z
5391813,Brett_Ham,3735764,8,40286198,2016-06-25T17:58:20Z
5391814,Brett_Ham,3735764,9,40286120,2016-06-25T17:54:40Z
5391818,cowdog,3125856,28,67968256,2019-03-09T18:42:51Z
5391836,Peter Dobratz,81676,9,40130018,2016-06-19T08:04:45Z
5391856,TheDutchMan13,1330847,7,49235972,2017-06-04T08:19:01Z
5391879,TheDutchMan13,1330847,12,49235972,2017-06-04T08:19:03Z
5391891,Brett_Ham,3735764,10,40327315,2016-06-27T18:24:22Z
5391900,Brett_Ham,3735764,15,49409487,2017-06-09T22:43:31Z
5391946,Peter Dobratz,81676,19,40130018,2016-06-19T08:03:01Z
